gNMDAR,RyR,Ca
50.000000,90.000000,0.119174
50.000000,100.000000,0.128636
50.000000,110.000000,18.379508
50.000000,120.000000,19.486175
50.000000,130.000000,20.676748
50.000000,140.000000,21.797908
40.000000,40.000000,0.079071
40.000000,50.000000,0.086556
40.000000,60.000000,0.094268
40.000000,70.000000,0.102232
40.000000,80.000000,0.110499
40.000000,90.000000,0.119174
40.000000,100.000000,0.128637
40.000000,110.000000,18.378914
40.000000,120.000000,19.486070
40.000000,130.000000,20.676692
40.000000,140.000000,21.797870
30.000000,40.000000,0.079071
30.000000,50.000000,0.086556
30.000000,60.000000,0.094268
30.000000,70.000000,0.102233
30.000000,80.000000,0.110499
30.000000,90.000000,0.119175
30.000000,100.000000,0.128638
30.000000,110.000000,18.378322
30.000000,120.000000,19.485964
30.000000,130.000000,20.676637
30.000000,140.000000,21.797832
20.000000,40.000000,0.079071
20.000000,50.000000,0.086556
20.000000,60.000000,0.094268
20.000000,70.000000,0.102233
20.000000,80.000000,0.110499
20.000000,90.000000,0.119175
20.000000,100.000000,0.128640
20.000000,110.000000,18.377731
20.000000,120.000000,19.485859
20.000000,130.000000,20.676581
20.000000,140.000000,21.797795
10.000000,40.000000,0.079071
10.000000,50.000000,0.086556
10.000000,60.000000,0.094268
10.000000,70.000000,0.102233
10.000000,80.000000,0.110499
10.000000,90.000000,0.119176
10.000000,100.000000,0.128641
10.000000,110.000000,18.377142
10.000000,120.000000,19.485754
10.000000,130.000000,20.676525
10.000000,140.000000,21.797757
